Jurisdiction,CountyCode,PrecinctID,PctName,OfficeID,Reportname,CandidateID,CandidateName,TotalVotes
"Perry County, Indiana",62,1,CANNELTON 1,1,President and VP of the US,1,(R) Trump \ Pence,87
"Perry County, Indiana",62,2,CANNELTON 2,1,President and VP of the US,1,(R) Trump \ Pence,237
"Perry County, Indiana",62,3,TELL CITY 1,1,President and VP of the US,1,(R) Trump \ Pence,273
"Perry County, Indiana",62,4,TELL CITY 2,1,President and VP of the US,1,(R) Trump \ Pence,240
"Perry County, Indiana",62,5,TELL CITY 3,1,President and VP of the US,1,(R) Trump \ Pence,237
"Perry County, Indiana",62,6,TELL CITY 4,1,President and VP of the US,1,(R) Trump \ Pence,323
"Perry County, Indiana",62,7,TELL CITY 5,1,President and VP of the US,1,(R) Trump \ Pence,263
"Perry County, Indiana",62,8,TELL CITY 6,1,President and VP of the US,1,(R) Trump \ Pence,201
"Perry County, Indiana",62,9,TELL CITY 7,1,President and VP of the US,1,(R) Trump \ Pence,207
"Perry County, Indiana",62,10,TELL CITY 8,1,President and VP of the US,1,(R) Trump \ Pence,246
"Perry County, Indiana",62,11,TROY TOWNSHIP 1,1,President and VP of the US,1,(R) Trump \ Pence,538
"Perry County, Indiana",62,12,TROY TOWNSHIP 2,1,President and VP of the US,1,(R) Trump \ Pence,344
"Perry County, Indiana",62,13,TROY,1,President and VP of the US,1,(R) Trump \ Pence,91
"Perry County, Indiana",62,14,ANDERSON,1,President and VP of the US,1,(R) Trump \ Pence,531
"Perry County, Indiana",62,15,CLARK 1,1,President and VP of the US,1,(R) Trump \ Pence,198
"Perry County, Indiana",62,16,CLARK 2,1,President and VP of the US,1,(R) Trump \ Pence,174
"Perry County, Indiana",62,17,LEOPOLD ,1,President and VP of the US,1,(R) Trump \ Pence,257
"Perry County, Indiana",62,18,OIL,1,President and VP of the US,1,(R) Trump \ Pence,417
"Perry County, Indiana",62,19,TOBIN,1,President and VP of the US,1,(R) Trump \ Pence,263
"Perry County, Indiana",62,20,DERBY,1,President and VP of the US,1,(R) Trump \ Pence,97
"Perry County, Indiana",62,21,RONO,1,President and VP of the US,1,(R) Trump \ Pence,121
"Perry County, Indiana",62,1,CANNELTON 1,1,President and VP of the US,2,(D) Biden \ Harris,72
"Perry County, Indiana",62,2,CANNELTON 2,1,President and VP of the US,2,(D) Biden \ Harris,153
"Perry County, Indiana",62,3,TELL CITY 1,1,President and VP of the US,2,(D) Biden \ Harris,205
"Perry County, Indiana",62,4,TELL CITY 2,1,President and VP of the US,2,(D) Biden \ Harris,162
"Perry County, Indiana",62,5,TELL CITY 3,1,President and VP of the US,2,(D) Biden \ Harris,142
"Perry County, Indiana",62,6,TELL CITY 4,1,President and VP of the US,2,(D) Biden \ Harris,197
"Perry County, Indiana",62,7,TELL CITY 5,1,President and VP of the US,2,(D) Biden \ Harris,203
"Perry County, Indiana",62,8,TELL CITY 6,1,President and VP of the US,2,(D) Biden \ Harris,187
"Perry County, Indiana",62,9,TELL CITY 7,1,President and VP of the US,2,(D) Biden \ Harris,185
"Perry County, Indiana",62,10,TELL CITY 8,1,President and VP of the US,2,(D) Biden \ Harris,171
"Perry County, Indiana",62,11,TROY TOWNSHIP 1,1,President and VP of the US,2,(D) Biden \ Harris,367
"Perry County, Indiana",62,12,TROY TOWNSHIP 2,1,President and VP of the US,2,(D) Biden \ Harris,184
"Perry County, Indiana",62,13,TROY,1,President and VP of the US,2,(D) Biden \ Harris,59
"Perry County, Indiana",62,14,ANDERSON,1,President and VP of the US,2,(D) Biden \ Harris,263
"Perry County, Indiana",62,15,CLARK 1,1,President and VP of the US,2,(D) Biden \ Harris,71
"Perry County, Indiana",62,16,CLARK 2,1,President and VP of the US,2,(D) Biden \ Harris,91
"Perry County, Indiana",62,17,LEOPOLD ,1,President and VP of the US,2,(D) Biden \ Harris,128
"Perry County, Indiana",62,18,OIL,1,President and VP of the US,2,(D) Biden \ Harris,168
"Perry County, Indiana",62,19,TOBIN,1,President and VP of the US,2,(D) Biden \ Harris,106
"Perry County, Indiana",62,20,DERBY,1,President and VP of the US,2,(D) Biden \ Harris,47
"Perry County, Indiana",62,21,RONO,1,President and VP of the US,2,(D) Biden \ Harris,42
"Perry County, Indiana",62,1,CANNELTON 1,1,President and VP of the US,3,(L) Jorgensen \ Cohen,2
"Perry County, Indiana",62,2,CANNELTON 2,1,President and VP of the US,3,(L) Jorgensen \ Cohen,13
"Perry County, Indiana",62,3,TELL CITY 1,1,President and VP of the US,3,(L) Jorgensen \ Cohen,5
"Perry County, Indiana",62,4,TELL CITY 2,1,President and VP of the US,3,(L) Jorgensen \ Cohen,11
"Perry County, Indiana",62,5,TELL CITY 3,1,President and VP of the US,3,(L) Jorgensen \ Cohen,10
"Perry County, Indiana",62,6,TELL CITY 4,1,President and VP of the US,3,(L) Jorgensen \ Cohen,8
"Perry County, Indiana",62,7,TELL CITY 5,1,President and VP of the US,3,(L) Jorgensen \ Cohen,10
"Perry County, Indiana",62,8,TELL CITY 6,1,President and VP of the US,3,(L) Jorgensen \ Cohen,7
"Perry County, Indiana",62,9,TELL CITY 7,1,President and VP of the US,3,(L) Jorgensen \ Cohen,9
"Perry County, Indiana",62,10,TELL CITY 8,1,President and VP of the US,3,(L) Jorgensen \ Cohen,9
"Perry County, Indiana",62,11,TROY TOWNSHIP 1,1,President and VP of the US,3,(L) Jorgensen \ Cohen,12
"Perry County, Indiana",62,12,TROY TOWNSHIP 2,1,President and VP of the US,3,(L) Jorgensen \ Cohen,14
"Perry County, Indiana",62,13,TROY,1,President and VP of the US,3,(L) Jorgensen \ Cohen,4
"Perry County, Indiana",62,14,ANDERSON,1,President and VP of the US,3,(L) Jorgensen \ Cohen,14
"Perry County, Indiana",62,15,CLARK 1,1,President and VP of the US,3,(L) Jorgensen \ Cohen,6
"Perry County, Indiana",62,16,CLARK 2,1,President and VP of the US,3,(L) Jorgensen \ Cohen,2
"Perry County, Indiana",62,17,LEOPOLD ,1,President and VP of the US,3,(L) Jorgensen \ Cohen,12
"Perry County, Indiana",62,18,OIL,1,President and VP of the US,3,(L) Jorgensen \ Cohen,8
"Perry County, Indiana",62,19,TOBIN,1,President and VP of the US,3,(L) Jorgensen \ Cohen,9
"Perry County, Indiana",62,20,DERBY,1,President and VP of the US,3,(L) Jorgensen \ Cohen,1
"Perry County, Indiana",62,21,RONO,1,President and VP of the US,3,(L) Jorgensen \ Cohen,8
"Perry County, Indiana",62,1,CANNELTON 1,1,President and VP of the US,4,Write-In,0
"Perry County, Indiana",62,2,CANNELTON 2,1,President and VP of the US,4,Write-In,0
"Perry County, Indiana",62,3,TELL CITY 1,1,President and VP of the US,4,Write-In,4
"Perry County, Indiana",62,4,TELL CITY 2,1,President and VP of the US,4,Write-In,0
"Perry County, Indiana",62,5,TELL CITY 3,1,President and VP of the US,4,Write-In,1
"Perry County, Indiana",62,6,TELL CITY 4,1,President and VP of the US,4,Write-In,0
"Perry County, Indiana",62,7,TELL CITY 5,1,President and VP of the US,4,Write-In,1
"Perry County, Indiana",62,8,TELL CITY 6,1,President and VP of the US,4,Write-In,1
"Perry County, Indiana",62,9,TELL CITY 7,1,President and VP of the US,4,Write-In,0
"Perry County, Indiana",62,10,TELL CITY 8,1,President and VP of the US,4,Write-In,0
"Perry County, Indiana",62,11,TROY TOWNSHIP 1,1,President and VP of the US,4,Write-In,2
"Perry County, Indiana",62,12,TROY TOWNSHIP 2,1,President and VP of the US,4,Write-In,1
"Perry County, Indiana",62,13,TROY,1,President and VP of the US,4,Write-In,0
"Perry County, Indiana",62,14,ANDERSON,1,President and VP of the US,4,Write-In,4
"Perry County, Indiana",62,15,CLARK 1,1,President and VP of the US,4,Write-In,0
"Perry County, Indiana",62,16,CLARK 2,1,President and VP of the US,4,Write-In,0
"Perry County, Indiana",62,17,LEOPOLD ,1,President and VP of the US,4,Write-In,0
"Perry County, Indiana",62,18,OIL,1,President and VP of the US,4,Write-In,1
"Perry County, Indiana",62,19,TOBIN,1,President and VP of the US,4,Write-In,0
"Perry County, Indiana",62,20,DERBY,1,President and VP of the US,4,Write-In,0
"Perry County, Indiana",62,21,RONO,1,President and VP of the US,4,Write-In,0
"Perry County, Indiana",62,1,CANNELTON 1,2,Governor and Lt Governor,5,(R) Holcomb \ Crouch,90
"Perry County, Indiana",62,2,CANNELTON 2,2,Governor and Lt Governor,5,(R) Holcomb \ Crouch,227
