COUNTY,Precinct,Precinct_ID,P22COUNTY,P22_STFID,C,S,H,Short,NameOrder,GlobalID,Long,Shape__Area,Shape__Length,F_Precinct,Precinct_ID_1730208031790,Precinct_Reporting,Registered_Voters,Ballots_Cast,Turnout_Percentage,Contest_Title,Contest_ID,Contest_Party,Choice_Name,Choice_ID,Choice_Party,Total_Votes,Total_Overvotes,Total_Undervotes,Total_Invalid_Votes,Absentee_Voting_Votes,Absentee_Voting_Overvotes,Absentee_Voting_Undervotes,Absentee_Voting_Invalid_Votes,Early_Voting_Votes,Early_Voting_Overvotes,Early_Voting_Undervotes,Early_Voting_Invalid_Votes,Election_Day_Voting_Votes,Election_Day_Voting_Overvotes,Election_Day_Voting_Undervotes,Election_Day_Voting_Invalid_Vot,ObjectId
105,PERRY 29,47,00620,1810500620,009,040,061,P 29,Perry 29,119152e9-37c1-437f-8044-a4119d94e391,-86.5540419,14938582.609375,20475.43556945222,Perry 29,47,Reporting         ,1114,562,50,MCCSC - DISTRICT 4,62,,TIANA WILLIAMS IRUOJE,1,NP,295,0,267,0,13,0,26,0,148,0,138,0,134,0,103,0,1
105,PERRY 29,47,00620,1810500620,009,040,061,P 29,Perry 29,119152e9-37c1-437f-8044-a4119d94e391,-86.5540419,14938582.609375,20475.43556945222,Perry 29,47,Reporting         ,1114,562,50,MCCSC - DISTRICT 5,53,,ERIN COOPERMAN,1,NP,293,0,269,0,12,0,27,0,149,0,137,0,132,0,105,0,2
105,PERRY 29,47,00620,1810500620,009,040,061,P 29,Perry 29,119152e9-37c1-437f-8044-a4119d94e391,-86.5540419,14938582.609375,20475.43556945222,Perry 29,47,Reporting         ,1114,562,50,MCCSC - DISTRICT 6,71,,ROSS GRIMES,1,NP,305,0,257,0,11,0,28,0,156,0,130,0,138,0,99,0,3
105,PERRY 29,47,00620,1810500620,009,040,061,P 29,Perry 29,119152e9-37c1-437f-8044-a4119d94e391,-86.5540419,14938582.609375,20475.43556945222,Perry 29,47,Reporting         ,1114,562,50,Shall Justice Loretta H. Rush be retained in office?,66,,YES,1,,259,0,186,0,14,0,17,0,133,0,91,0,112,0,78,0,4
105,PERRY 29,47,00620,1810500620,009,040,061,P 29,Perry 29,119152e9-37c1-437f-8044-a4119d94e391,-86.5540419,14938582.609375,20475.43556945222,Perry 29,47,Reporting         ,1114,562,50,Shall Justice Loretta H. Rush be retained in office?,66,,NO,2,,117,0,186,0,8,0,17,0,62,0,91,0,47,0,78,0,5
105,PERRY 29,47,00620,1810500620,009,040,061,P 29,Perry 29,119152e9-37c1-437f-8044-a4119d94e391,-86.5540419,14938582.609375,20475.43556945222,Perry 29,47,Reporting         ,1114,562,50,Shall Justice Derek Read Molter be retained in office?,68,,YES,2,,214,0,192,0,9,0,18,0,116,0,94,0,89,0,80,0,6
105,PERRY 29,47,00620,1810500620,009,040,061,P 29,Perry 29,119152e9-37c1-437f-8044-a4119d94e391,-86.5540419,14938582.609375,20475.43556945222,Perry 29,47,Reporting         ,1114,562,50,Shall Justice Derek Read Molter be retained in office?,68,,NO,1,,156,0,192,0,12,0,18,0,76,0,94,0,68,0,80,0,7
105,PERRY 29,47,00620,1810500620,009,040,061,P 29,Perry 29,119152e9-37c1-437f-8044-a4119d94e391,-86.5540419,14938582.609375,20475.43556945222,Perry 29,47,Reporting         ,1114,562,50,Shall Justice Mark S. Massa be retained in office?,67,,YES,1,,213,0,189,0,9,0,18,0,113,0,91,0,91,0,80,0,8
105,PERRY 29,47,00620,1810500620,009,040,061,P 29,Perry 29,119152e9-37c1-437f-8044-a4119d94e391,-86.5540419,14938582.609375,20475.43556945222,Perry 29,47,Reporting         ,1114,562,50,Shall Justice Mark S. Massa be retained in office?,67,,NO,2,,160,0,189,0,12,0,18,0,82,0,91,0,66,0,80,0,9
105,PERRY 29,47,00620,1810500620,009,040,061,P 29,Perry 29,119152e9-37c1-437f-8044-a4119d94e391,-86.5540419,14938582.609375,20475.43556945222,Perry 29,47,Reporting         ,1114,562,50,COURT OF APPEALS JUDICIAL RETENTION  1ST DISTRICT,15,,YES,2,,231,2,197,0,10,0,18,0,126,1,95,0,95,1,84,0,10
105,PERRY 29,47,00620,1810500620,009,040,061,P 29,Perry 29,119152e9-37c1-437f-8044-a4119d94e391,-86.5540419,14938582.609375,20475.43556945222,Perry 29,47,Reporting         ,1114,562,50,COURT OF APPEALS JUDICIAL RETENTION  1ST DISTRICT,15,,NO,1,,132,2,197,0,11,0,18,0,64,1,95,0,57,1,84,0,11
105,PERRY 29,47,00620,1810500620,009,040,061,P 29,Perry 29,119152e9-37c1-437f-8044-a4119d94e391,-86.5540419,14938582.609375,20475.43556945222,Perry 29,47,Reporting         ,1114,562,50,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,55,,DONALD J. TRUMP / JD VANCE,1,REP,173,0,1,0,20,0,0,0,86,0,1,0,67,0,0,0,12
105,PERRY 29,47,00620,1810500620,009,040,061,P 29,Perry 29,119152e9-37c1-437f-8044-a4119d94e391,-86.5540419,14938582.609375,20475.43556945222,Perry 29,47,Reporting         ,1114,562,50,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,55,,CHASE OLIVER / MIKE TER MAAT,3,LIB,6,0,1,0,0,0,0,0,3,0,1,0,3,0,0,0,13
105,PERRY 29,47,00620,1810500620,009,040,061,P 29,Perry 29,119152e9-37c1-437f-8044-a4119d94e391,-86.5540419,14938582.609375,20475.43556945222,Perry 29,47,Reporting         ,1114,562,50,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,55,,ROBERT F. KENNEDY JR. / NICOLE SHANAHAN,2,WTP,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14
105,PERRY 29,47,00620,1810500620,009,040,061,P 29,Perry 29,119152e9-37c1-437f-8044-a4119d94e391,-86.5540419,14938582.609375,20475.43556945222,Perry 29,47,Reporting         ,1114,562,50,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,55,,Andre Ramon McNeil Sr.,0,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15
105,PERRY 29,47,00620,1810500620,009,040,061,P 29,Perry 29,119152e9-37c1-437f-8044-a4119d94e391,-86.5540419,14938582.609375,20475.43556945222,Perry 29,47,Reporting         ,1114,562,50,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,55,,Carol Asher,0,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,16
105,PERRY 29,47,00620,1810500620,009,040,061,P 29,Perry 29,119152e9-37c1-437f-8044-a4119d94e391,-86.5540419,14938582.609375,20475.43556945222,Perry 29,47,Reporting         ,1114,562,50,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,55,,Cherunda Lynn Fox,0,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,17
105,PERRY 29,47,00620,1810500620,009,040,061,P 29,Perry 29,119152e9-37c1-437f-8044-a4119d94e391,-86.5540419,14938582.609375,20475.43556945222,Perry 29,47,Reporting         ,1114,562,50,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,55,,Claudia De la Cruz,0,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,18
105,PERRY 29,47,00620,1810500620,009,040,061,P 29,Perry 29,119152e9-37c1-437f-8044-a4119d94e391,-86.5540419,14938582.609375,20475.43556945222,Perry 29,47,Reporting         ,1114,562,50,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,55,,Cornel West,0,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,19
105,PERRY 29,47,00620,1810500620,009,040,061,P 29,Perry 29,119152e9-37c1-437f-8044-a4119d94e391,-86.5540419,14938582.609375,20475.43556945222,Perry 29,47,Reporting         ,1114,562,50,RATIFICATION OF STATE CONSTITUTIONAL AMENDMENT PUBLIC QUESTION,64,,YES,2,,217,4,92,0,15,0,9,0,109,1,46,0,93,3,37,0,20
105,PERRY 29,47,00620,1810500620,009,040,061,P 29,Perry 29,119152e9-37c1-437f-8044-a4119d94e391,-86.5540419,14938582.609375,20475.43556945222,Perry 29,47,Reporting         ,1114,562,50,RATIFICATION OF STATE CONSTITUTIONAL AMENDMENT PUBLIC QUESTION,64,,NO,1,,249,4,92,0,15,0,9,0,130,1,46,0,104,3,37,0,21
105,PERRY 29,47,00620,1810500620,009,040,061,P 29,Perry 29,119152e9-37c1-437f-8044-a4119d94e391,-86.5540419,14938582.609375,20475.43556945222,Perry 29,47,Reporting         ,1114,562,50,STRAIGHT PARTY,21,,DEMOCRATIC PARTY,1,DEM,172,1,295,0,13,0,14,0,86,0,157,0,73,1,124,0,22
105,PERRY 29,47,00620,1810500620,009,040,061,P 29,Perry 29,119152e9-37c1-437f-8044-a4119d94e391,-86.5540419,14938582.609375,20475.43556945222,Perry 29,47,Reporting         ,1114,562,50,STRAIGHT PARTY,21,,REPUBLICAN PARTY,2,REP,89,1,295,0,11,0,14,0,41,0,157,0,37,1,124,0,23
105,PERRY 29,47,00620,1810500620,009,040,061,P 29,Perry 29,119152e9-37c1-437f-8044-a4119d94e391,-86.5540419,14938582.609375,20475.43556945222,Perry 29,47,Reporting         ,1114,562,50,STRAIGHT PARTY,21,,LIBERTARIAN PARTY,3,LIB,2,1,295,0,1,0,14,0,1,0,157,0,0,1,124,0,24
